Status,Date,Time,Session Type,Teacher Name,School Name,School Level,District,Session Title,volunteer,Organization,volunteer Location,Topic/Theme,Session Link
simulcast,3/14/2024,,,Eric Koch,Millennium at Santa Fe Elementary,Elementary,Hickman Mills,Career Day 4th Grade: Video Game Design,,,Not local,,
successfully completed,3/14/2024,12:00 PM,Industry chat,Debra Williams,,,,Celebrate Pi Day with the Air Force!,Adrian Stephens,Air & Space Forces K-12 STEM,Not local,Math,https://prepkc.nepris.com/app/sessions/105688
simulcast,3/14/2024,,,Nicholas Hansen,Smith-Hale Middle,Middle,Hickman Mills,Celebrate Pi Day with the Air Force!,,,Not local,,
successfully completed,3/15/2024,10:30 AM,Industry chat,Debra Williams,,,,Tour of a Fire Truck,Dawn Coleman,,Not local,Emergency Responders,https://prepkc.nepris.com/app/industry-chats/105085
teacher no-show,3/15/2024,,,Ryan Williams,Dobbs Elementary,Elementary,Hickman Mills,Tour of a Fire Truck,,,Not local,,
teacher no-show,3/15/2024,,,Martin Henderson,Douglass Elementary,Elementary,KCKPS (KS),Tour of a Fire Truck,,,Not local,,
teacher no-show,3/15/2024,,,Hector Johnson,Ervin Early Learning,Elementary,Hickman Mills,Tour of a Fire Truck,,,Not local,,
teacher no-show,3/15/2024,,,Kevin Carey,Welborn Elementary,Elementary,KCKPS (KS),Tour of a Fire Truck,,,Not local,,
teacher no-show,3/15/2024,,,Jeffrey Robinson,Noble Prentis Elementary,Elementary,KCKPS (KS),Tour of a Fire Truck,,,Not local,,
teacher no-show,3/15/2024,,,Barbara Foster,Truman Elementary,Elementary,Hickman Mills,Tour of a Fire Truck,,,Not local,,
teacher no-show,3/15/2024,,,Lisa Odom,John Fiske Elementary,Elementary,KCKPS (KS),Tour of a Fire Truck,,,Not local,,
teacher no-show,3/15/2024,,,Stacy Silva,Brune Elem,Elementary,KCKPS (KS),Tour of a Fire Truck,,,Not local,,
simulcast,3/15/2024,,,William Mckenzie,Millennium at Santa Fe Elementary,Elementary,Hickman Mills,Tour of a Fire Truck,,,Not local,,
teacher no-show,3/15/2024,,,Monica Rodriguez,Welborn Elementary,Elementary,KCKPS (KS),Tour of a Fire Truck,,,Not local,,
teacher no-show,3/15/2024,,,Bryan Valencia,Millennium at Santa Fe Elementary,Elementary,Hickman Mills,Tour of a Fire Truck,,,Not local,,
teacher no-show,3/15/2024,,,Harold Larsen,Douglass Elementary,Elementary,KCKPS (KS),Tour of a Fire Truck,,,Not local,,
teacher no-show,3/15/2024,,,Connie Baker,Compass Elementary,Elementary,Hickman Mills,Tour of a Fire Truck,,,Not local,,
teacher no-show,3/15/2024,,,Melissa Walker,Frances Willard Elementary,Elementary,KCKPS (KS),Tour of a Fire Truck,,,Not local,,
teacher no-show,3/15/2024,,,Nicholas Williams,Dobbs Elementary,Elementary,Hickman Mills,Tour of a Fire Truck,,,Not local,,
teacher no-show,3/15/2024,,,Yesenia Stewart,Dobbs Elementary,Elementary,Hickman Mills,Tour of a Fire Truck,,,Not local,,
teacher no-show,3/15/2024,,,John Moore,Ingels Elementary,Elementary,Hickman Mills,Tour of a Fire Truck,,,Not local,,
teacher no-show,3/15/2024,,,Nathan Douglas,Compass Elementary,Elementary,Hickman Mills,Tour of a Fire Truck,,,Not local,,
teacher no-show,3/15/2024,,,Lauren Gomez,Truman Elementary,Elementary,Hickman Mills,Tour of a Fire Truck,,,Not local,,
simulcast,3/15/2024,,,Mitchell Smith,Compass Elementary,Elementary,Hickman Mills,Tour of a Fire Truck,,,Not local,,
simulcast,3/15/2024,,,Melissa Jones,Truman Elementary,Elementary,Hickman Mills,Tour of a Fire Truck,,,Not local,,
teacher no-show,3/15/2024,,,Victor Smith,Grant Elementary,Elementary,KCKPS (KS),Tour of a Fire Truck,,,Not local,,
successfully completed,3/18/2024,9:30 AM,Teacher requested,Joseph Moore,,Elementary,KCKPS (KS),Kindergarten: What is a Meteorologist?,Hannah Brown,Accuweather,Local (KS/MO),Weather,https://prepkc.nepris.com/app/sessions/104662
,3/18/2024,,,Kim Thompson,Frances Willard Elementary,Elementary,KCKPS (KS),Kindergarten: What is a Meteorologist?,,,Local (KS/MO),,
,3/18/2024,,,Austin Romero,Mark Twain Elementary,Elementary,KCKPS (KS),Kindergarten: What is a Meteorologist?,,,Local (KS/MO),,
,3/18/2024,,,Dawn Patterson,Lindbergh Elementary,Elementary,KCKPS (KS),Kindergarten: What is a Meteorologist?,,,Local (KS/MO),,
,3/18/2024,,,Shelley Myers,McKinley Elementary,Elementary,KCKPS (KS),Kindergarten: What is a Meteorologist?,,,Local (KS/MO),,
,3/18/2024,,,Paul Robinson,ME Pearson Elementary,Elementary,KCKPS (KS),Kindergarten: What is a Meteorologist?,,,Local (KS/MO),,
,3/18/2024,,,Charles Long,Silver City Elementary,Elementary,KCKPS (KS),Kindergarten: What is a Meteorologist?,,,Local (KS/MO),,
,3/18/2024,,,Stephen Daniel,New Chelsea Elementary,Elementary,KCKPS (KS),Kindergarten: What is a Meteorologist?,,,Local (KS/MO),,
,3/18/2024,,,Bradley Carter,Welborn Elementary,Elementary,KCKPS (KS),Kindergarten: What is a Meteorologist?,,,Local (KS/MO),,
successfully completed,3/18/2024,10:30 AM,Teacher requested,Joseph Moore,,Elementary,KCKPS (KS),1st Grade: Light/Sound Engineer,Charles Alvarez,,Local (KS/MO),Science,https://prepkc.nepris.com/app/sessions/104675
,3/18/2024,,,Jeffery Rivera,West Park,Elementary,KCKPS (KS),1st Grade: Light/Sound Engineer,,,Local (KS/MO),,
successfully completed,3/18/2024,1:00 PM,Teacher requested,Joseph Moore,,Elementary,KCKPS (KS),Kindergarten: What is a Meteorologist?,Sarah Hogan,,Local (KS/MO),Weather,https://prepkc.nepris.com/app/sessions/104670
,3/18/2024,,,Chad Caldwell,Bertram Caruthers Elementary,Elementary,KCKPS (KS),Kindergarten: What is a Meteorologist?,,,Local (KS/MO),,
,3/18/2024,,,Eric Brown,Bertram Caruthers Elementary,Elementary,KCKPS (KS),Kindergarten: What is a Meteorologist?,,,Local (KS/MO),,
,3/18/2024,,,Heather Thomas,Stony Point North Elementary,Elementary,KCKPS (KS),Kindergarten: What is a Meteorologist?,,,Local (KS/MO),,
,3/18/2024,,,Mindy Thompson,Frances Willard Elementary,Elementary,KCKPS (KS),Kindergarten: What is a Meteorologist?,,,Local (KS/MO),,
,3/18/2024,,,Sherry Watts,Whittier Elementary,Elementary,KCKPS (KS),Kindergarten: What is a Meteorologist?,,,Local (KS/MO),,
,3/18/2024,,,Joseph Ramirez,Claude Huyck Elementary,Elementary,KCKPS (KS),Kindergarten: What is a Meteorologist?,,,Local (KS/MO),,
,3/18/2024,,,Patricia Lee,Banneker Elementary (KS),Elementary,KCKPS (KS),Kindergarten: What is a Meteorologist?,,,Local (KS/MO),,
,3/18/2024,,,Jill Christensen,TA Edison Elementary,Elementary,KCKPS (KS),Kindergarten: What is a Meteorologist?,,,Local (KS/MO),,
,3/18/2024,,,Sean West,TA Edison Elementary,Elementary,KCKPS (KS),Kindergarten: What is a Meteorologist?,,,Local (KS/MO),,
successfully completed,3/18/2024,2:00 PM,Teacher requested,Joseph Moore,,,KCKPS (KS),1st Grade: Light/Sound Engineer,Charles Alvarez,,Local (KS/MO),Science,https://prepkc.nepris.com/app/sessions/104676
,3/18/2024,,,Leslie Collins,Quindaro Elementary,Elementary,KCKPS (KS),1st Grade: Light/Sound Engineer,,,Local (KS/MO),,
,3/18/2024,,,Sherry Watts,Whittier Elementary,Elementary,KCKPS (KS),1st Grade: Light/Sound Engineer,,,Local (KS/MO),,
,3/18/2024,,,William Mendoza,Grant Elementary,Elementary,KCKPS (KS),1st Grade: Light/Sound Engineer,,,Local (KS/MO),,
successfully completed,3/18/2024,8:35 AM,Teacher requested,Dennis Duncan,Dobbs Elementary,Elementary,Hickman Mills,Careers for Students who Love Art,Vanessa Ward,BioDigital Media LLC,Not local,Art/Design,https://prepkc.nepris.com/app/sessions/106034
,3/19/2024,2:00 PM,Teacher requested,Susan Reed,Lindbergh Elementary,Elementary,KCKPS (KS),Business Owner,Thomas James,TLA Solutions,Local (KS/MO),Business,https://prepkc.nepris.com/app/sessions/105810
,3/19/2024,1:30 PM,Teacher requested,Joseph Moore,,,KCKPS (KS),2nd Grade: Geologist,Ricky Dominguez,,Local (KS/MO),Earth Science/Geology,https://prepkc.nepris.com/app/sessions/104847
,3/19/2024,,,Howard Jones,Mark Twain Elementary,Elementary,KCKPS (KS),2nd Grade: Geologist,,,Local (KS/MO),,
,3/19/2024,,,Jimmy Green,Claude Huyck Elementary,Elementary,KCKPS (KS),2nd Grade: Geologist,,,Local (KS/MO),,
,3/19/2024,,,Leslie Collins,Quindaro Elementary,Elementary,KCKPS (KS),2nd Grade: Geologist,,,Local (KS/MO),,
,3/19/2024,,,Sherry Watts,Whittier Elementary,Elementary,KCKPS (KS),2nd Grade: Geologist,,,Local (KS/MO),,
,3/19/2024,,,Lisa Odom,John Fiske Elementary,Elementary,KCKPS (KS),2nd Grade: Geologist,,,Local (KS/MO),,
,3/19/2024,,,Daniel Dudley,Noble Prentis Elementary,Elementary,KCKPS (KS),2nd Grade: Geologist,,,Local (KS/MO),,
,3/19/2024,,,Daniel Good,John Fiske Elementary,Elementary,KCKPS (KS),2nd Grade: Geologist,,,Local (KS/MO),,
,3/19/2024,2:30 PM,Teacher requested,Joseph Moore,,,KCKPS (KS),2nd Grade: Geologist,Ricky Dominguez,,Local (KS/MO),Earth Science/Geology,https://prepkc.nepris.com/app/sessions/104848
,3/19/2024,,,Keith Johnson,ME Pearson Elementary,Elementary,KCKPS (KS),2nd Grade: Geologist,,,Local (KS/MO),,
,3/19/2024,,,Kelly Ruiz,McKinley Elementary,Elementary,KCKPS (KS),2nd Grade: Geologist,,,Local (KS/MO),,
,3/19/2024,,,Joy Wood,Grant Elementary,Elementary,KCKPS (KS),2nd Grade: Geologist,,,Local (KS/MO),,
,3/19/2024,,,Phyllis Mcknight,Quindaro Elementary,Elementary,KCKPS (KS),2nd Grade: Geologist,,,Local (KS/MO),,
,3/19/2024,,,Jennifer Bird,Quindaro Elementary,Elementary,KCKPS (KS),2nd Grade: Geologist,,,Local (KS/MO),,
,3/19/2024,,,Paula Bowen,Grant Elementary,Elementary,KCKPS (KS),2nd Grade: Geologist,,,Local (KS/MO),,
,3/19/2024,,,Sarah Medina,TA Edison Elementary,Elementary,KCKPS (KS),2nd Grade: Geologist,,,Local (KS/MO),,
,3/19/2024,,,David Rodriguez,TA Edison Elementary,Elementary,KCKPS (KS),2nd Grade: Geologist,,,Local (KS/MO),,
,3/19/2024,,,Sherry Watts,Whittier Elementary,Elementary,KCKPS (KS),2nd Grade: Geologist,,,Local (KS/MO),,
,3/19/2024,,,David Snyder,Quindaro Elementary,Elementary,KCKPS (KS),2nd Grade: Geologist,,,Local (KS/MO),,
,3/19/2024,,,William Mendoza,Grant Elementary,Elementary,KCKPS (KS),2nd Grade: Geologist,,,Local (KS/MO),,
,3/19/2024,1:30 PM,Teacher requested,Joshua Waters,Ingels Elementary,Elementary,Hickman Mills,Ingels WOW: Police Officer,Miranda Stout,,Local (KS/MO),Emergency Responders,https://prepkc.nepris.com/app/sessions/105844
,3/19/2024,,,Michael Jackson,Ingels Elementary,Elementary,Hickman Mills,Ingels WOW: Police Officer,,,Local (KS/MO),,
,3/19/2024,,,Michael Cook,Ingels Elementary,Elementary,Hickman Mills,Ingels WOW: Police Officer,,,Local (KS/MO),,
,3/19/2024,,,Kelly Watts,Ingels Elementary,Elementary,Hickman Mills,Ingels WOW: Police Officer,,,Local (KS/MO),,
,3/19/2024,,,Donna Johnson,Ingels Elementary,Elementary,Hickman Mills,Ingels WOW: Police Officer,,,Local (KS/MO),,
,3/19/2024,8:50 AM,Teacher requested,Henry Morgan,Mark Twain Elementary,Elementary,KCKPS (KS),Personal Hygiene: Early Adolescence,Joshua Castillo,UMKC,Local (KS/MO),Healthcare,https://prepkc.nepris.com/app/sessions/106057
Local Professional Cancellation,3/19/2024,10:30 AM,Teacher requested,Chad Booker,Compass Elementary,Elementary,Hickman Mills,HM Elementary College visit: UCM,Norman Carroll,,Local (KS/MO),College,https://prepkc.nepris.com/app/sessions/106328
,3/19/2024,,,Michael Smith,Compass Elementary,Elementary,Hickman Mills,HM Elementary College visit: UCM,,,Local (KS/MO),,
,3/19/2024,,,Tammy Shaw,Compass Elementary,Elementary,Hickman Mills,HM Elementary College visit: UCM,,,Local (KS/MO),,
Local Professional Cancellation,3/19/2024,11:30 AM,Teacher requested,Chad Booker,Compass Elementary,Elementary,Hickman Mills,HM Elementary College visit: UCM,Norman Carroll,,Local (KS/MO),College,https://prepkc.nepris.com/app/sessions/106329
,3/19/2024,,,Nathan Douglas,Compass Elementary,Elementary,Hickman Mills,HM Elementary College visit: UCM,,,Local (KS/MO),,
,3/19/2024,,,Jeffery Cummings,Compass Elementary,Elementary,Hickman Mills,HM Elementary College visit: UCM,,,Local (KS/MO),,
,3/19/2024,,,Marc Velasquez,Compass Elementary,Elementary,Hickman Mills,HM Elementary College visit: UCM,,,Local (KS/MO),,
,3/20/2025,12:45 PM,Teacher requested,Dennis Duncan,Dobbs Elementary,Elementary,Hickman Mills,Careers for Students who Love Art,Shannon Gibson,Consultant,Not local,Art/Design,https://prepkc.nepris.com/app/sessions/106029
,3/20/2024,9:00 AM,Teacher requested,Joseph Moore,,,KCKPS (KS),"4th Grade: So, What's Your Story? How to Craft Exciting Adventures and Fantastic Fiction",Gloria Trujillo,LaunchCrate,Local (KS/MO),Reading/Writing,https://prepkc.nepris.com/app/sessions/105582
,3/20/2024,,,Christina Hayes,Welborn Elementary,Elementary,KCKPS (KS),"4th Grade: So, What's Your Story? How to Craft Exciting Adventures and Fantastic Fiction",,,Local (KS/MO),,
,3/20/2024,,,Sara Higgins,Quindaro Elementary,Elementary,KCKPS (KS),"4th Grade: So, What's Your Story? How to Craft Exciting Adventures and Fantastic Fiction",,,Local (KS/MO),,
,3/20/2024,,,Amber Peters,Quindaro Elementary,Elementary,KCKPS (KS),"4th Grade: So, What's Your Story? How to Craft Exciting Adventures and Fantastic Fiction",,,Local (KS/MO),,
,3/20/2024,,,Matthew Evans,Quindaro Elementary,Elementary,KCKPS (KS),"4th Grade: So, What's Your Story? How to Craft Exciting Adventures and Fantastic Fiction",,,Local (KS/MO),,
,3/20/2024,10:00 AM,Teacher requested,Joseph Moore,,,KCKPS (KS),Kindergarten: What is a Meteorologist?,Hannah Brown,Accuweather,Local (KS/MO),Weather,https://prepkc.nepris.com/app/sessions/104641
,3/20/2024,,,Andrew Hall,Banneker Elementary (KS),Elementary,KCKPS (KS),Kindergarten: What is a Meteorologist?,,,Local (KS/MO),,
,3/20/2024,,,Gregory Garrett,Stony Point South Elementary,Elementary,KCKPS (KS),Kindergarten: What is a Meteorologist?,,,Local (KS/MO),,
,3/20/2024,,,Nicole Sullivan,McKinley Elementary,Elementary,KCKPS (KS),Kindergarten: What is a Meteorologist?,,,Local (KS/MO),,
,3/20/2024,11:00 AM,Teacher requested,Joseph Moore,,,KCKPS (KS),First Grade: Light/Sound Engineer,Charles Alvarez,Kauffman Center for Performing Arts,Local (KS/MO),Science,https://prepkc.nepris.com/app/sessions/104671
,3/20/2024,,,April Clarke,Banneker Elementary (KS),Elementary,KCKPS (KS),First Grade: Light/Sound Engineer,,,Local (KS/MO),,
,3/20/2024,,,Anna Santos,ME Pearson Elementary,Elementary,KCKPS (KS),First Grade: Light/Sound Engineer,,,Local (KS/MO),,
,3/20/2024,,,Debra Allen,ME Pearson Elementary,Elementary,KCKPS (KS),First Grade: Light/Sound Engineer,,,Local (KS/MO),,
,3/20/2024,,,Daniel Ray,Noble Prentis Elementary,Elementary,KCKPS (KS),First Grade: Light/Sound Engineer,,,Local (KS/MO),,
,3/20/2024,,,Matthew Jackson,,Elementary,KCKPS (KS),First Grade: Light/Sound Engineer,,,Local (KS/MO),,
,3/20/2024,,,Sherry Watts,Whittier Elementary,Elementary,KCKPS (KS),First Grade: Light/Sound Engineer,,,Local (KS/MO),,
,3/20/2024,,,Christian Bell,Banneker Elementary (KS),Elementary,KCKPS (KS),First Grade: Light/Sound Engineer,,,Local (KS/MO),,
,3/20/2024,1:30 PM,Teacher requested,Joshua Waters,Ingels Elementary,Elementary,Hickman Mills,What is it like to be a Florist?,Brian Paul,Sweet Chamomile Floral,Local (KS/MO),Business,https://prepkc.nepris.com/app/sessions/105852
,3/20/2024,,,Carlos Crane,Ingels Elementary,Elementary,Hickman Mills,What is it like to be a Florist?,,,Local (KS/MO),,
,3/20/2024,,,Jared Williams,Ingels Elementary,Elementary,Hickman Mills,What is it like to be a Florist?,,,Local (KS/MO),,
,3/20/2024,,,Whitney Torres,Ingels Elementary,Elementary,Hickman Mills,What is it like to be a Florist?,,,Local (KS/MO),,
,3/20/2024,11:00 AM,Industry chat,Debra Williams,,,,The Reforestation Pipeline: Tree Nurseries' Role,Victoria Johnson,University of Idaho,Not local,,https://prepkc.nepris.com/app/sessions/106080
,3/20/2024,,,Christopher Allen,Ruskin High School,High,Hickman Mills,The Reforestation Pipeline: Tree Nurseries' Role,,,,,
,3/21/2025,1:35 PM,Teacher requested,Dennis Duncan,Dobbs Elementary,Elementary,Hickman Mills,Careers for Students who Love Art,William Cruz,Self Employed,Not local,Art/Design,https://prepkc.nepris.com/app/sessions/106030
,3/21/2024,2:25 PM,Teacher requested,Dennis Duncan,Dobbs Elementary,Elementary,Hickman Mills,Careers in Animation/Game Design,Victoria Smith,,Local (KS/MO),Game Design,https://prepkc.nepris.com/app/sessions/103003
,3/21/2024,10:00 AM,Teacher requested,Joseph Moore,,,KCKPS (KS),2nd Grade: Geologist,Ricky Dominguez,,Local (KS/MO),Earth Science/Geology,https://prepkc.nepris.com/app/sessions/104849
,3/21/2024,,,Raymond Chaney,Welborn Elementary,Elementary,KCKPS (KS),2nd Grade: Geologist,,,Local (KS/MO),,
,3/21/2024,,,Matthew Jackson,,,KCKPS (KS),2nd Grade: Geologist,,,Local (KS/MO),,
,3/21/2024,11:00 AM,Teacher requested,Joseph Moore,,,KCKPS (KS),5th Grade: Ecologist,Nathan Wilkerson,KCK Public Library,Local (KS/MO),Science,https://prepkc.nepris.com/app/sessions/104818
,3/21/2024,,,Joshua Stafford,Claude Huyck Elementary,Elementary,KCKPS (KS),5th Grade: Ecologist,,,Local (KS/MO),,
,3/21/2024,,,James Anderson,West Park,Elementary,KCKPS (KS),5th Grade: Ecologist,,,Local (KS/MO),,
,3/21/2024,1:00 PM,Teacher requested,Joseph Moore,,,KCKPS (KS),5th Grade: Ecologist,Tony Davies,Oregon Dept of Land Conservation & Development,Not local,Science,https://prepkc.nepris.com/app/sessions/104819
,3/21/2024,,,Natalie Carter,Emerson Elementary,Elementary,KCKPS (KS),5th Grade: Ecologist,,,Not local,,
,3/21/2024,,,Linda Davis,Mark Twain Elementary,Elementary,KCKPS (KS),5th Grade: Ecologist,,,Not local,,
,3/21/2024,,,Frank Cunningham,McKinley Elementary,Elementary,KCKPS (KS),5th Grade: Ecologist,,,Not local,,
,3/21/2024,1:30 PM,Teacher requested,Michael Mcguire,Ingels Elementary,Elementary,Hickman Mills,What is it like to be a Computer Programmer,Cheryl Stewart,,Local (KS/MO),Technology,https://prepkc.nepris.com/app/sessions/105853
,3/21/2024,,,Mark Jones,Ingels Elementary,Elementary,Hickman Mills,What is it like to be a Computer Programmer,,,Local (KS/MO),,
,3/21/2024,10:00 AM,Teacher requested,Mariah Hester,Ingels Elementary,Elementary,Hickman Mills,Ingels WOW: Becoming an Entrepreneur,Marc Silva,Great Plains Black History Museum,Not local,Business,https://prepkc.nepris.com/app/sessions/105849
,3/21/2024,,,Haley Michael,Ingels Elementary,Elementary,Hickman Mills,Ingels WOW: Becoming an Entrepreneur,,,Not local,,
,3/21/2024,1:30 PM,Teacher requested,Kimberly Anderson,Ingels Elementary,Elementary,Hickman Mills,What's it like to be a Veterinarian,Jordan Fisher,Retired,Not local,Animal Science,https://prepkc.nepris.com/app/sessions/105847
,3/21/2024,,,Brandy Nolan,Ingels Elementary,Elementary,Hickman Mills,What's it like to be a Veterinarian,,,Not local,,
,3/21/2024,1:30 PM,Industry chat,Debra Williams,,,,Sizzle & Stir: A flavorful journey in the kitchen!,Jennifer Lee,Private Chef,Not local,Culinary,https://prepkc.nepris.com/app/sessions/105976
,3/21/2024,,,Hector Johnson,Ervin Early Learning,Elementary,Hickman Mills,Sizzle & Stir: A flavorful journey in the kitchen!,,,Not local,,
,3/21/2024,,,Daniel Khan,Banneker Elementary (KS),Elementary,KCKPS (KS),Sizzle & Stir: A flavorful journey in the kitchen!,,,Not local,,
,3/21/2024,,,Timothy Hood,Compass Elementary,Elementary,Hickman Mills,Sizzle & Stir: A flavorful journey in the kitchen!,,,Not local,,
,3/21/2024,,,Nicholas Williams,Dobbs Elementary,Elementary,Hickman Mills,Sizzle & Stir: A flavorful journey in the kitchen!,,,Not local,,
,3/21/2024,,,Billy Greene,Truman Elementary,Elementary,Hickman Mills,Sizzle & Stir: A flavorful journey in the kitchen!,,,Not local,,
,3/21/2024,,,Alexis Adams,McKinley Elementary,Elementary,KCKPS (KS),Sizzle & Stir: A flavorful journey in the kitchen!,,,Not local,,
,3/21/2024,,,Michael Moore,Warford Elementary,Elementary,Hickman Mills,Sizzle & Stir: A flavorful journey in the kitchen!,,,Not local,,
,3/21/2024,,,Dale Salinas,Compass Elementary,Elementary,Hickman Mills,Sizzle & Stir: A flavorful journey in the kitchen!,,,Not local,,
,3/21/2024,,,Eric Weaver,New Stanley Elementary,Elementary,KCKPS (KS),Sizzle & Stir: A flavorful journey in the kitchen!,,,Not local,,
,3/21/2024,,,Anthony Mills,Claude Huyck Elementary,Elementary,KCKPS (KS),Sizzle & Stir: A flavorful journey in the kitchen!,,,Not local,,
,3/21/2024,,,Robert Griffin,McKinley Elementary,Elementary,KCKPS (KS),Sizzle & Stir: A flavorful journey in the kitchen!,,,Not local,,
,3/21/2024,,,Anna Santos,ME Pearson Elementary,Elementary,KCKPS (KS),Sizzle & Stir: A flavorful journey in the kitchen!,,,Not local,,
,3/21/2024,,,Teresa May,McKinley Elementary,Elementary,KCKPS (KS),Sizzle & Stir: A flavorful journey in the kitchen!,,,Not local,,
,3/21/2024,,,David Johnston,McKinley Elementary,Elementary,KCKPS (KS),Sizzle & Stir: A flavorful journey in the kitchen!,,,Not local,,
,3/21/2024,,,Linda Miller,,,Allen Village,Sizzle & Stir: A flavorful journey in the kitchen!,,,Not local,,
,3/21/2024,,,Connie Baker,Compass Elementary,Elementary,Hickman Mills,Sizzle & Stir: A flavorful journey in the kitchen!,,,Not local,,
,3/21/2024,,,Dana Swanson,Compass Elementary,Elementary,Hickman Mills,Sizzle & Stir: A flavorful journey in the kitchen!,,,Not local,,
,3/21/2024,,,Kevin Carey,Welborn Elementary,Elementary,KCKPS (KS),Sizzle & Stir: A flavorful journey in the kitchen!,,,Not local,,
,3/21/2024,,,Brenda Ellis,TA Edison Elementary,Elementary,KCKPS (KS),Sizzle & Stir: A flavorful journey in the kitchen!,,,Not local,,
,3/21/2024,,,Erin Moyer,Hazel Grove Elementary,Elementary,KCKPS (KS),Sizzle & Stir: A flavorful journey in the kitchen!,,,Not local,,
,3/21/2024,,,Karen Harmon,Hazel Grove Elementary,Elementary,KCKPS (KS),Sizzle & Stir: A flavorful journey in the kitchen!,,,Not local,,
,3/21/2024,,,Joy Lyons,New Stanley Elementary,Elementary,KCKPS (KS),Sizzle & Stir: A flavorful journey in the kitchen!,,,Not local,,
,3/21/2024,,,William Henson,Truman Elementary,Elementary,Hickman Mills,Sizzle & Stir: A flavorful journey in the kitchen!,,,Not local,,
,3/21/2024,,,Michael Smith,Compass Elementary,Elementary,Hickman Mills,Sizzle & Stir: A flavorful journey in the kitchen!,,,Not local,,
,3/21/2024,,,Mark Matthews,Smith-Hale Middle,Middle,Hickman Mills,Sizzle & Stir: A flavorful journey in the kitchen!,,,Not local,,
,3/21/2024,,,James Vincent,Truman Elementary,Elementary,Hickman Mills,Sizzle & Stir: A flavorful journey in the kitchen!,,,Not local,,
,3/21/2024,,,William Mckenzie,Millennium at Santa Fe Elementary,Elementary,Hickman Mills,Sizzle & Stir: A flavorful journey in the kitchen!,,,Not local,,
,3/21/2024,,,Kelly Arroyo,Millennium at Santa Fe Elementary,Elementary,Hickman Mills,Sizzle & Stir: A flavorful journey in the kitchen!,,,Not local,,
,3/21/2024,,,Melissa Jones,Truman Elementary,Elementary,Hickman Mills,Sizzle & Stir: A flavorful journey in the kitchen!,,,Not local,,
,3/21/2024,,,Kaylee Johnson,Truman Elementary,Elementary,Hickman Mills,Sizzle & Stir: A flavorful journey in the kitchen!,,,Not local,,
,3/21/2024,,,Daniel Espinoza,Ervin Early Learning,Elementary,Hickman Mills,Sizzle & Stir: A flavorful journey in the kitchen!,,,Not local,,
,3/21/2024,,,Amanda Wilkins,Ervin Early Learning,Elementary,Hickman Mills,Sizzle & Stir: A flavorful journey in the kitchen!,,,Not local,,
,3/21/2024,,,Susan Foster,,High,Piper,Interview a Medical Examiner,,,,Healthcare,https://prepkc.nepris.com/app/sessions/106222
,3/22/2024,11:15 AM,Teacher requested,Mackenzie Myers,Millennium at Santa Fe Elementary,Elementary,Hickman Mills,Career Day 5th Grade: Entrepreneurship,Thomas James,TLA Solutions,Local (KS/MO),Business,https://prepkc.nepris.com/app/sessions/105294
,3/22/2024,,,Debra Dyer,Millennium at Santa Fe Elementary,Elementary,Hickman Mills,Career Day 5th Grade: Entrepreneurship,,,Local (KS/MO),,
,3/22/2024,,,Ryan Salazar,Millennium at Santa Fe Elementary,Elementary,Hickman Mills,Career Day 5th Grade: Entrepreneurship,,,Local (KS/MO),,
,3/22/2024,9:00 AM,Teacher requested,Joseph Moore,,,KCKPS (KS),5th Grade: Ecologist,Tracy White,,Local (KS/MO),Science,https://prepkc.nepris.com/app/sessions/104820
,3/22/2024,,,Randy Hopkins,ME Pearson Elementary,Elementary,KCKPS (KS),5th Grade: Ecologist,,,Local (KS/MO),,
,3/22/2024,,,Jeffrey Garza,ME Pearson Elementary,Elementary,KCKPS (KS),5th Grade: Ecologist,,,Local (KS/MO),,
,3/22/2024,,,Katrina Shannon,ME Pearson Elementary,Elementary,KCKPS (KS),5th Grade: Ecologist,,,Local (KS/MO),,
,3/22/2024,,,Sherry Watts,Whittier Elementary,Elementary,KCKPS (KS),5th Grade: Ecologist,,,Local (KS/MO),,
,3/22/2024,,,Steven Bell,Silver City Elementary,Elementary,KCKPS (KS),5th Grade: Ecologist,,,Local (KS/MO),,
,3/22/2024,,,Matthew Evans,Quindaro Elementary,Elementary,KCKPS (KS),5th Grade: Ecologist,,,Local (KS/MO),,
,3/22/2024,12:30 PM,Teacher requested,John Kennedy,Dobbs Elementary,Elementary,Hickman Mills,Up in the sky: Solar System Learning Unit,Matthew Boyd,,Local (KS/MO),Space,https://prepkc.nepris.com/app/sessions/105785
,3/22/2024,12:15 PM,Teacher requested,Daniel Taylor,Ingels Elementary,Elementary,Hickman Mills,Ingels WOW - Gardener/ Horticulturist,Dean Hopkins,Dad Does Dirt,Not local,Earth Science/Geology,https://prepkc.nepris.com/app/sessions/105850
,3/22/2024,,,Anthony Lambert,Ingels Elementary,Elementary,Hickman Mills,Ingels WOW - Gardener/ Horticulturist,,,Not local,,
,3/22/2024,,,Whitney Flores,Ingels Elementary,Elementary,Hickman Mills,Ingels WOW - Gardener/ Horticulturist,,,Not local,,
,3/22/2024,11:15 AM,Industry chat,Debra Williams,,,,World Water Day: Keeping the Water Safe as a Lab Tech,Diana Velasquez,LA Dept of Water & Power,,,https://prepkc.nepris.com/app/sessions/106401
